100 MILE HOUSE, BC = 51.643970 -121.295010
NITON JUNCTION, AB = 53.617312 -115.769543
NIVERVILLE, MB = 49.605965 -97.040187
NOBEL, ON = 45.411675 -80.085481
NOBLEFORD, AB = 49.879900 -113.057147
NOBLETON, ON = 45.295425 -63.748445
NOEL, NS = 45.295425 -63.748445
NOELS POND, NL = 46.129265 -80.425385
NOELVILLE, ON = 46.129265 -80.425385
NOINVILLE, NB = 51.508783 -105.008947
NOKOMIS, SK = 48.293634 -89.797695
NOLALU, ON = 48.293634 -89.797695
NOMININGUE, QC = 46.390590 -75.029563
NOONAN, NB = 52.467986 -116.081488
NORDEGG, AB = 52.467986 -116.081488
NORGLENWOLD, AB = 52.323084 -114.119653
NORLAND, ON = 44.727445 -78.811733
NORMAN WELLS, NT = 65.281494 -126.828652
NORMANDIN, QC = 48.836864 -72.527861
NORMANS COVE, NL = 47.565048 -53.670348
NORMETAL, QC = 51.882039 -102.088284
NORQUAY, SK = 51.882039 -102.088284
NORRIS ARM NORTHSIDE, NL = 49.087924 -55.266893
NORRIS ARM, NL = 49.526664 -57.882947
NORRIS POINT, NL = 49.526664 -57.882947
NORTH AUGUSTA, ON = 44.761373 -75.738901
NORTH BATTLEFORD, SK = 52.776475 -108.297456
NORTH BAY, ON = 46.309115 -79.460820
NORTH BUXTON, ON = 47.425047 -79.645783
NORTH COBALT, ON = 46.326311 -61.008786
NORTH EAST MARGAREE, NS = 46.326311 -61.008786
NORTH EAST POINT, NS = 46.223127 -65.962589
NORTH FORKS, NB = 46.223127 -65.962589
NORTH GOWER, ON = 45.131485 -75.716133
NORTH HARBOUR PB, NL = 45.274509 -71.973940
NORTH HARBOUR SMB, NL = 45.274509 -71.973940
NORTH HATLEY, QC = 45.274509 -71.973940
NORTH LAKE, NB = 45.741959 -67.711138
NORTH LANCASTER, ON = 45.245335 -74.500357
NORTH PINE, BC = 56.420944 -120.768367
NORTH PORTAL, SK = 49.002238 -102.548967
NORTH PRESTON, NS = 44.744463 -63.466917
NORTH RIVER, NS = 46.458275 -63.313193
NORTH RUSTICO, PE = 46.458275 -63.313193
NORTH SAANICH, BC = 45.139529 -63.467225
NORTH SALEM, NS = 48.012324 -66.443385
NORTH SHANNONVALE, NB = 52.506859 -93.023709
NORTH SPIRIT LAKE, ON = 56.857245 -117.624754
NORTH STAR, AB = 46.206481 -60.252380
NORTH SYDNEY, NS = 46.227355 -66.867153
NORTH TAY, NB = 47.635412 -65.759245
NORTH TETAGOUCHE, NB = 47.550000 -53.316667
NORTH VALLEY, NL = 49.319982 -123.072414
NORTH VANCOUVER, BC = 46.966667 -67.433333
NORTH VIEW, NB = 46.966667 -67.433333
NORTH WEST ARM, NS = 48.018691 -53.949129
NORTH WEST BROOK, NL = 53.525511 -60.142970
NORTH WEST RIVER, NL = 49.693832 -103.813025
NORTH WEYBURN, SK = 46.301482 -63.333019
NORTH WILTSHIRE, PE = 43.761538 -79.411079
NORTH YORK, ON = 46.066018 -67.551268
NORTHAMPTON, NB = 44.733333 -77.166667
NORTHBROOK, ON = 47.942741 -53.071047
NORTHERN BAY, NL = 44.991572 -66.987450
NORTHERN HARBOUR, NB = 49.002116 -102.265216
NORTHGATE, SK = 45.931309 -63.864307
NORTHPORT, NS = 46.000000 -60.433333
NORTHSIDE EAST BAY, NS = 45.640886 -65.701794
NORTON, NB = 46.114311 -67.272640
NORTONDALE, NB = 43.646817 -79.858688
NORVAL, ON = 53.982065 -97.832932
NORWAY HOUSE, MB = 42.987657 -80.597466
NORWICH, ON = 44.382419 -77.979918
NORWOOD, ON = 56.973677 -117.619869
NOTIKEWIN, AB = 49.532737 -98.558011
NOTRE DAME DE LOURDES, MB = 47.251437 -67.937250
NOTRE DAME DE LOURDES, NB = 46.310525 -64.729836
NOTRE-DAME, NB = 45.908790 -71.733690
NOTRE-DAME-DE-HAM, QC = 45.377973 -73.930391
NOTRE-DAME-DE-L'ILE-PERROT, QC = 46.268054 -74.050913
NOTRE-DAME-DE-LA-MERCI, QC = 45.813470 -74.997310
NOTRE-DAME-DE-LA-PAIX, QC = 45.765729 -75.584528
NOTRE-DAME-DE-LA-SALETTE, QC = 49.096621 -72.395902
NOTRE-DAME-DE-LORETTE, QC = 46.874778 -72.294367
NOTRE-DAME-DE-MONTAUBAN, QC = 46.284818 -75.632059
NOTRE-DAME-DE-PONTMAIN, QC = 45.175392 -73.038018
NOTRE-DAME-DE-STANBRIDGE, QC = 45.394558 -71.073071
NOTRE-DAME-DES-BOIS, QC = 47.638208 -65.240601
NOTRE-DAME-DES-ERABLES, NB = 47.658787 -70.403041
NOTRE-DAME-DES-MONTS, QC = 46.184495 -70.708441
NOTRE-DAME-DES-PINS, QC = 46.053713 -73.421400
NOTRE-DAME-DES-PRAIRIES, QC = 46.053713 -73.421400
NOTRE-DAME-DES-SEPT-DOULEURS, QC = 47.613461 -68.800229
NOTRE-DAME-DU-LAC, QC = 47.613461 -68.800229
NOTRE-DAME-DU-LAUS, QC = 46.487588 -72.656537
NOTRE-DAME-DU-MONT-CARMEL, QC = 47.592963 -79.487499
NOTRE-DAME-DU-NORD, QC = 47.763029 -69.609578
NOTRE-DAME-DU-PORTAGE, QC = 46.838134 -70.408961
NOTRE-DAME-DU-ROSAIRE, QC = 44.455099 -80.207097
NOTTAWA, ON = 48.136864 -66.312073
NOUVELLE, QC = 48.153121 -66.362045
NOUVELLE-OUEST, QC = 45.451294 -79.249829
NOVAR, ON = 45.063661 -73.299029
NOYAN, QC = 52.128611 -103.381389
NUT MOUNTAIN, SK = 45.549846 -63.218438
NUTTBY, NS = 50.830956 -96.314548
O'HANLY, MB = 46.707057 -64.226944
O'LEARY, PE = 45.230680 -67.192064
OAK BAY, NB = 49.773272 -97.323159
OAK BLUFF, MB = 45.200409 -67.195369
OAK HAVEN, NB = 45.334782 -67.334934
OAK HILL, NB = 49.766191 -100.630859
OAK LAKE, MB = 46.016667 -67.650000
OAK MOUNTAIN, NB = 46.016667 -67.650000
OAK POINT KINGS CO, NB = 50.505948 -98.028268
OAK POINT, MB = 45.513650 -66.093142
OAK POINT, NB = 50.136568 -100.431155
OAK RIVER, MB = 49.939118 -96.842580
OAKBANK, MB = 50.564879 -100.576894
OAKBURN, MB = 44.910621 -63.577709
OAKFIELD, NS = 44.400000 -64.500000
OAKHILL, NS = 46.400000 -67.566667
OAKLAND, NB = 43.031829 -80.331007
OAKLAND, ON = 51.087516 -98.631468
OAKVIEW, MB = 49.929444 -98.003889
OAKVILLE, MB = 46.250000 -67.750000
OAKVILLE, NB = 43.467517 -79.687666
OAKVILLE, ON = 44.332961 -78.879932
OAKWOOD, ON = 49.058331 -84.102960
OBA, ON = 48.658043 -74.937715
OBEDJIWAN, QC = 48.658043 -74.937715
OCEAN FALLS, BC = 52.354021 -127.693746
OCHRE PIT COVE, NL = 51.062222 -99.780000
OCHRE RIVER, MB = 46.073719 -72.814462
ODANAK, QC = 46.816667 -67.433333
ODELL, NB = 44.277038 -76.718292
ODESSA, ON = 50.283142 -103.783545
ODESSA, SK = 45.051343 -72.184325
OGDEN, QC = 49.574840 -104.917072
OGEMA, SK = 51.629799 -85.945192
OGOKI, ON = 52.968710 -112.662900
OHATON, AB = 52.968710 -112.662900
OHSWEKEN, ON = 42.811469 -82.126109
OIL CITY, ON = 42.783789 -82.119481
OIL SPRINGS, ON = 45.465144 -74.079868
OKA, QC = 50.045814 -119.449845
OKANAGAN CENTRE, BC = 50.045814 -119.449845
OKANAGAN FALLS, BC = 52.011704 -103.100834
OKLA, SK = 50.725494 -113.974947
OKOTOKS, AB = 46.063730 -66.044264
OLD AVON, NB = 45.332733 -63.380261
OLD BARNS, NS = 67.569634 -139.828784
OLD CROW, YT = 51.425610 -57.818222
OLD FORT BAY, QC = 48.095810 -52.993096
OLD PERLICAN, NL = 45.253391 -67.288403
OLD RIDGE, NB = 47.535272 -53.574370
OLD SHOP, NL = 42.226672 -82.959502
OLDCASTLE, ON = 44.916055 -63.497667
OLDHAM, NS = 44.916055 -63.497667
OLDS, AB = 50.668316 -100.554856
OLHA, MB = 49.182326 -119.550428
OLIVER, BC = 44.299023 -78.556891
OMEMEE, ON = 45.008142 -76.835779
OMPAH, ON = 50.622670 -99.971671
ONANOLE, MB = 46.603327 -81.366326
ONAPING, ON = 49.115551 -110.467844
ONEFOUR, AB = 53.717104 -109.997634
ONION LAKE, SK = 53.701750 -114.198066
ONOWAY, AB = 45.452931 -63.316078
ONSLOW MOUNTAIN, NS = 53.949473 -130.259568
OONA RIVER, BC = 53.989901 -113.223646
OPAL, AB = 49.529882 -82.877021
OPASATIKA, ON = 49.529882 -82.877021
OPASKWAYAK, MB = 53.825527 -101.247613
OPEN HALL, NL = 45.365336 -65.534014
ORANGE HILL, NB = 45.902232 -61.096977
ORANGEDALE, NS = 43.919979 -80.094311
ORANGEVILLE, ON = 45.363342 -72.202098
ORFORD, QC = 44.608246 -79.419678
ORILLIA, ON = 49.453487 -110.812964
ORION, AB = 49.145404 -107.920774
ORKNEY, SK = 45.455802 -75.504733
ORLEANS, ON = 49.738056 -105.393807
ORMISTON, SK = 45.093449 -73.976428
ORMSTOWN, QC = 45.093449 -73.976428
ORO STATION, ON = 44.459435 -79.517794
ORO, ON = 44.512721 -79.611236
OROMOCTO, NB = 43.977220 -78.616802
ORONO, ON = 43.782350 -80.227672
ORTON, ON = 49.957146 -103.579260
OSAGE, SK = 45.900000 -64.800000
OSBORNE CORNER, NB = 43.718721 -65.110170
OSBORNE HARBOUR, NS = 45.148255 -75.601778
OSGOODE, ON = 43.897093 -78.865791
OSHAWA, ON = 52.367437 -106.536179
OSLER, SK = 51.134161 -90.289919
OSNABURGH HOUSE, ON = 49.032304 -119.468163
OSOYOOS, BC = 49.032304 -119.468163
OTTAWA BROOK, NS = 45.421530 -75.697193
OTTAWA, ON = 45.421530 -75.697193
OTTER CREEK, NB = 45.848861 -76.429672
OTTER LAKE, QC = 45.848861 -76.429672
OTTERBURN PARK, QC = 45.544894 -73.201045
OTTERBURNE, MB = 42.926483 -80.603382
OTTERVILLE, ON = 49.925556 -74.817778
OUJE-BOUGOUMOU, QC = 49.145166 -103.800819
OUNGRE, SK = 47.640416 -52.686534
OUTER COVE, NL = 51.487360 -107.057842
OUTLOOK, SK = 51.487360 -107.057842
OUTREMONT, QC = 49.074353 -96.879647
OVERSTONEVILLE, MB = 49.074353 -96.879647
OWEN SOUND, ON = 44.569030 -80.940560
OXBOW, NB = 49.227223 -102.169534
OXBOW, SK = 49.815079 -93.003948
OXDRIFT, ON = 54.949983 -95.265749
OXFORD HOUSE, MB = 54.949983 -95.265749
OXFORD JUNCTION, NS = 44.966487 -75.680400
OXFORD MILLS, ON = 44.966487 -75.680400
OXFORD STATION, ON = 44.932630 -75.614350
OXFORD, NS = 50.109721 -119.369069
OYAMA, BC = 50.109721 -119.369069
OYEN, AB = 47.506741 -65.678648
PABINEAU FALLS, NB = 47.506741 -65.678648
PABINEAU FIRST NATION, NB = 48.306403 -64.708193
PABOS MILLS, QC = 48.442667 -64.719221
PABOS, QC = 47.472905 -68.791416
PACKINGTON, QC = 47.472905 -68.791416
PACQUET, NL = 49.989963 -55.877482
PADDLE PRAIRIE, AB = 57.953716 -117.481545
PADDOCKWOOD, SK = 53.507892 -105.561814
PADOUE, QC = 42.390285 -82.290373
PAIN COURT, ON = 44.306221 -81.272979
PAISLEY, ON = 45.333032 -76.290434
PAKENHAM, ON = 53.482457 -102.629893
PAKWAW LAKE, SK = 43.946235 -79.830568
PALGRAVE, ON = 43.946235 -79.830568
PALMAROLLE, QC = 48.676851 -79.212462
PALMER RAPIDS, ON = 45.316667 -77.516667
PALMER, SK = 49.859871 -106.359514
PALMERSTON, ON = 49.931362 -107.461009
PAMBRUN, SK = 49.646829 -104.658180
PANGMAN, SK = 49.646829 -104.658180
PANGNIRTUNG, NU = 50.460374 -116.238147
PANORAMA, BC = 49.325393 -96.713660
PANSY, MB = 45.619284 -75.019098
PAPINEAUVILLE, QC = 47.669159 -65.103807
PAQUETVILLE, NB = 53.538798 -109.458430
PARADISE HILL, SK = 53.416667 -57.233333
PARADISE RIVER, NL = 53.030644 -110.294977
PARADISE VALLEY, AB = 47.530660 -52.887399
PARADISE, NL = 47.530660 -52.887399
PARADISE, NS = 44.867070 -65.224363
PARENT, QC = 47.920763 -74.623570
PARHAM, ON = 43.194020 -80.384500
PARIS, ON = 43.194020 -80.384500
PARISVILLE, QC = 50.452754 -106.263574
PARKBEG, SK = 46.456077 -66.515972
PARKER RIDGE, NB = 46.456077 -66.515972
PARKER ROAD, NB = 47.395460 -54.857438
PARKERS COVE, NL = 51.353941 -103.232952
PARKERVIEW, SK = 43.162270 -81.684218
PARKHILL, ON = 45.866858 -64.985767
PARKINDALE, NB = 53.417564 -114.566607
PARKLAND, AB = 49.708897 -101.911512
PARKMAN, SK = 53.165635 -106.539932
PARKSIDE, SK = 49.319338 -124.313641
PARKSVILLE, BC = 45.666277 -65.411318
PARLEE BROOK, NB = 45.702944 -65.674559
PARLEEVILLE, NB = 45.405659 -64.325887
PARRSBORO, NS = 45.405659 -64.325887
PARRY SOUND, ON = 49.786481 -104.716381
PARRY, SK = 51.070135 -116.634861
PARSON, BC = 50.031229 -57.710542
PARSONS POND, NL = 50.031229 -57.710542
PASADENA, NL = 48.032593 -65.252609
PASPEBIAC, QC = 48.032593 -65.252609
PASQUA, SK = 48.563478 -88.720020
PASS LAKE, ON = 45.551763 -65.764871
PASSEKEAG, NB = 45.551763 -65.764871
PATHLOW, SK = 50.700745 -111.671962
PATRICIA, AB = 55.895007 -107.703588
PATUANAK, SK = 55.895007 -107.703588
PAUINGASSI, MB = 52.161799 -95.378391
PAULATUK, NT = 50.883894 -121.822792
PAVILION, BC = 50.883894 -121.822792
PAWITIK, ON = 53.015091 -108.940168
PAYNTON, SK = 53.015091 -108.940168
PAYS PLAT, ON = 56.255361 -120.839904
PEACE RIVER RD, BC = 56.255361 -120.839904
PEACE RIVER, AB = 49.770299 -119.740790
PEACHLAND, BC = 49.770299 -119.740790
PEARSONVILLE, NB = 54.993894 -85.427741
PEAWANUCK, ON = 54.993894 -85.427741
PEEBLES, SK = 50.160217 -102.946221
PEEL, NB = 46.411417 -67.554226
PEERLESS LAKE, AB = 53.667609 -115.987749
PEERS, AB = 53.667609 -115.987749
PEFFERLAW, ON = 44.314686 -79.202733
PEGGYS COVE, NS = 44.493404 -63.912558
PEGUIS, MB = 51.315670 -97.560143
PELEE ISLAND, ON = 41.774489 -82.659147
PELERIN, NB = 46.369869 -64.819652
PELICAN NARROWS, SK = 55.171526 -102.939774
PELICAN RAPIDS, MB = 52.744949 -100.691595
PELLY CROSSING, YT = 62.817979 -136.568795
PELLY, SK = 51.855870 -101.931632
PELTOMA SETTLEMENT, NB = 45.591442 -66.829071
PEMBERTON RIDGE, NB = 45.709887 -67.747428
PEMBERTON, BC = 50.322028 -122.805050
PEMBROKE, NB = 46.183333 -67.533333
PEMBROKE, ON = 45.826651 -77.110883
PENDER ISLAND, BC = 48.786687 -123.289400
PENETANGUISHENE, ON = 44.768768 -79.933681
PENHOLD, AB = 52.135433 -113.872710
PENNANT STATION, SK = 45.113053 -66.741207
PENNFIELD, NB = 45.113053 -66.741207
PENNIAC, NB = 46.034679 -66.571473
PENNY, BC = 53.843362 -121.292410
PENOBSQUIS, NB = 45.776198 -65.381148
PENSE, SK = 50.415818 -104.981506
PENTICTON, BC = 49.499138 -119.593708
PENZANCE, SK = 51.059818 -105.438292
PERCE, QC = 48.524444 -64.212680
PERDUE, SK = 52.056009 -107.543326
PERIBONKA, QC = 48.766536 -72.053370
PERKINSFIELD, ON = 44.706636 -79.971540
PERRAULT FALLS, ON = 50.343502 -93.149968
PERRY SETTLEMENT, NB = 45.916822 -65.442025
PERRYVALE, AB = 54.467090 -113.383697
PERTH ROAD, ON = 44.466045 -76.491977
PERTH, ON = 46.745812 -67.697772
PERTH-ANDOVER, NB = 46.745812 -67.697772
PETAWAWA, ON = 45.898263 -77.282877
PETERBOROUGH, ON = 44.309058 -78.319747
PETERSBURG, ON = 43.413530 -80.605148
PETERSFIELD, MB = 50.304752 -96.966064
PETERVIEW, NL = 49.124982 -55.336304
PETIT DE GRAT, NS = 45.505668 -60.956827
PETIT ETANG, NS = 46.650000 -60.966667
PETIT FORTE, NL = 47.395086 -54.671108
PETIT TRACADIE, NB = 47.525578 -64.941293
PETIT-CAP, NB = 46.193053 -64.162393
PETIT-PAQUETVILLE, NB = 47.690943 -65.078709
PETIT-ROCHER, NB = 47.783910 -65.719407
PETIT-ROCHER-NORD, NB = 47.778959 -65.732074
PETIT-ROCHER-OUEST, NB = 47.778959 -65.732074
PETIT-ROCHER-SUD, NB = 47.763493 -65.713779
PETIT-SAGUENAY, QC = 48.129058 -69.986646
PETIT-SHIPPAGAN, NB = 47.876494 -64.580315
PETITCODIAC EAST, NB = 45.957361 -65.166743
PETITCODIAC, NB = 45.932122 -65.173894
PETITE RIVIERE, NS = 44.233279 -64.447328
PETITE-LAMEQUE, NB = 47.823936 -64.683866
PETITE-RIVIERE-DE-L'ILE, NB = 47.871225 -64.639504
PETITE-RIVIERE-SAINT-FRANCOIS, QC = 47.307743 -70.568109
PETITE-VALLEE, QC = 42.881838 -82.144434
PETROLIA, ON = 42.881838 -82.144434
PETTY HARBOUR, NL = 47.469784 -52.705178
PHELPSTON, ON = 44.518020 -79.847235
PHILIPSBURG, QC = 45.039150 -73.074646
PHIPPEN, SK = 52.443591 -108.881719
PIAPOT, SK = 49.989503 -109.121846
PICADILLY, NB = 45.713416 -65.400188
PICKARDVILLE, AB = 54.050982 -113.880032
PICKEREL, ON = 45.983333 -80.533333
PICKERING, ON = 43.838412 -79.086758
PICKETTS COVE, NB = 45.883668 -65.913936
PICKLE LAKE, ON = 51.467825 -90.193782
PICTON, ON = 44.007313 -77.142369
PICTOU ISLAND, NS = 45.814748 -62.561876
PICTOU, NS = 45.679332 -62.720603
PICTURE BUTTE, AB = 49.873019 -112.780186
PIEDMONT, QC = 45.894502 -74.124203
PIERCELAND, SK = 54.343410 -109.777460
PIERCEMONT, NB = 46.566667 -67.633333
PIERREFONDS, QC = 45.461014 -73.890360
PIERREVILLE, QC = 46.069539 -72.809362
PIERSON, MB = 49.179644 -101.262146
PIGEON HILL, NB = 47.847744 -64.511485
PIKANGIKUM, ON = 51.804240 -93.992708
PIKE RIVER, QC = 45.122150 -73.068994
PIKWITONEI, MB = 55.587778 -97.155556
PILGER, SK = 52.421752 -105.267928
PILLEYS ISLAND, NL = 49.507450 -55.723888
PILOT BUTTE, SK = 50.480103 -104.418662
PILOT MOUND, MB = 49.202269 -98.893167
PINANTAN LAKE, BC = 50.723976 -120.024057
PINAWA, MB = 50.150335 -95.879838
PINCHER CREEK, AB = 45.366389 -73.984621
PINCOURT, QC = 45.366389 -73.984621
PINE FALLS, MB = 50.566645 -96.222847
PINE GLEN, NB = 46.027862 -64.773765
PINE GROVE, NS = 44.416667 -64.516667
PINE GROVE., NS = 44.416667 -64.516667
PINE LAKE, AB = 52.109713 -113.480689
PINE RIDGE, NB = 46.483180 -65.040891
PINE RIVER, MB = 51.784291 -100.531095
PINEHOUSE LAKE, SK = 55.417684 -106.613267
PINEHURST, NS = 44.495881 -64.642706
PINEVILLE, NB = 46.814739 -65.897415
PINEWOOD, ON = 48.713333 -94.302222
PINEY, MB = 49.075166 -95.979087
PINK MOUNTAIN, BC = 57.071389 -122.874722
PINTENDRE, QC = 46.758909 -71.107028
PIOPOLIS, QC = 45.486564 -70.903816
PIPERS COVE, NS = 45.938836 -60.752576
PIPESTONE, MB = 49.557087 -100.945829
PITT MEADOWS, BC = 49.219065 -122.689516
PLACENTIA, NL = 47.242147 -53.963308
PLAINFIELD, ON = 44.291979 -77.346013
PLAISANCE, QC = 45.607095 -75.114274
PLAMONDON, AB = 54.849274 -112.343671
PLANTAGENET, ON = 45.535115 -74.998847
PLASTER ROCK, NB = 46.908249 -67.395531
PLATE COVE EAST, NL = 48.516165 -53.482722
PLATE COVE WEST, NL = 48.497682 -53.505131
PLATO, SK = 51.164693 -108.445905
PLATTSVILLE, ON = 43.303254 -80.621570
PLEASANT BAY, NS = 46.823076 -60.799856
PLEASANT HILL, NS = 45.633333 -61.366667
PLEASANT RIDGE CHAR COUNTY, NB = 45.815677 -65.613309
PLEASANT RIDGE KINGS CO, NB = 45.815677 -65.613309
PLEASANT VILLA, NB = 45.701896 -66.153662
PLEASANTDALE, SK = 52.575567 -104.507210
PLEASANTVILLE, NS = 44.340180 -64.442812
PLENTY, SK = 51.783323 -108.644868
PLESSISVILLE, QC = 46.219446 -71.771379
PLEVNA, ON = 44.962282 -76.983946
PLUM COULEE, MB = 49.190527 -97.759855
PLUM POINT, NL = 51.075001 -56.884436
PLUMAS, MB = 50.387902 -99.089452
PLUMWESEEP, NB = 45.750168 -65.458952
PLUNKETT, SK = 51.906734 -105.448811
PLYMOUTH, NB = 46.166667 -67.666667
PLYMPTON, NS = 44.504579 -65.916803
POCOLOGAN, NB = 45.122090 -66.584284
POHENEGAMOOK, QC = 47.460897 -69.224318
POINT ACONI, NS = 46.316667 -60.300000
POINT DE BUTE, NB = 45.899394 -64.243137
POINT EDWARD, NS = 46.166667 -60.266667
POINT EDWARD, ON = 48.061723 -66.457126
POINT LA NIM, NB = 49.336850 -55.398961
POINT LEAMINGTON, NL = 49.336850 -55.398961
POINT OF BAY, NL = 49.271934 -55.265282
POINT TUPPER, NS = 45.605696 -61.353417
POINTE A BOULEAU, NB = 47.503736 -64.889814
POINTE A TOM, NB = 47.451664 -64.935198
POINTE AUX ROCHES, ON = 42.288841 -82.540228
POINTE DES ROBICHAUD, NB = 47.467218 -64.910555
POINTE DIXON POINT, NB = 46.460608 -64.666933
POINTE DU BOIS, MB = 50.300833 -95.551389
POINTE-A-LA-CROIX, QC = 48.020619 -66.696973
POINTE-A-LA-GARDE, QC = 48.078734 -66.542171
POINTE-ALEXANDRE, NB = 47.805551 -64.668796
POINTE-AU-BARIL-STATION, ON = 45.596550 -80.384546
POINTE-AUX-LOUPS, QC = 47.530668 -61.709187
POINTE-AUX-OUTARDES, QC = 49.043044 -68.417977
POINTE-AUX-TREMBLES, QC = 45.641666 -73.500401
POINTE-BRULE, NB = 47.756695 -64.732389
POINTE-CALUMET, QC = 45.498507 -73.969932
POINTE-CANOT, NB = 47.833252 -64.695998
POINTE-CLAIRE, QC = 45.471966 -73.799019
POINTE-DES-CASCADES, QC = 45.329780 -73.969090
POINTE-DU-CHENE, NB = 46.237373 -64.517312
POINTE-FORTUNE, QC = 45.560270 -74.378183
POINTE-LEBEL, QC = 49.159615 -68.199148
POINTE-SAPIN, NB = 46.963922 -64.829844
POINTE-SAUVAGE, NB = 47.727225 -64.689629
POINTE-VERTE, NB = 47.854577 -65.763519
POIRIER SUBDIVISION, NB = 47.580524 -65.591991
POKEMOUCHE, NB = 47.668480 -64.876972
POKESHAW, NB = 47.786027 -65.258283
POKESUDIE, NB = 47.797726 -64.765375
POKIOK, NB = 45.950714 -67.249258
POLE HILL, NB = 46.279594 -67.402849
POLLARDS POINT, NL = 49.746748 -56.920284
POLLETT RIVER, NB = 45.887736 -65.099674
POLLOCKVILLE, AB = 51.107259 -111.589166
POLONIA, MB = 50.388908 -99.618777
POMEROY RIDGE, NB = 45.283934 -67.414306
POND INLET, NU = 72.700117 -77.958531
PONDSTREAM, NB = 45.993225 -66.056132
PONOKA, AB = 52.675914 -113.583237
PONT LAFRANCE, NB = 47.442363 -64.979533
PONT LANDRY, NB = 47.577309 -64.948751
PONT-ROUGE, QC = 46.756238 -71.698432
PONTEIX, SK = 49.746306 -107.489687
PONTYPOOL, ON = 44.100271 -78.627538
POODIAC, NB = 45.590025 -65.532893
POOLE, ON = 43.530809 -80.871106
POOLS COVE, NL = 47.682017 -55.433204
POOLS ISLAND, NL = 49.113233 -53.585530
POPLAR HILL, ON = 43.005990 -81.514125
POPLAR POINT, MB = 50.056923 -97.976261
POPLARFIELD, MB = 50.889988 -97.605354
PORCUPINE PLAIN, SK = 52.599789 -103.254325
PORCUPINE, ON = 48.494135 -81.170126
PORQUIS JUNCTION, ON = 48.767981 -80.673166
PORT ALBERNI, BC = 49.233888 -124.805549
PORT ALBERT, NL = 49.542282 -54.528395
PORT ALICE, BC = 50.425429 -127.487707
PORT ALMA, ON = 42.180319 -82.243956
PORT ANSON, NL = 49.536126 -55.838052
PORT AU CHOIX, NL = 50.702911 -57.351117
PORT AU PORT, NL = 48.556923 -58.711490
PORT BLANDFORD, NL = 48.350407 -54.172360
PORT BURWELL, ON = 42.647804 -80.800320
PORT CALEDONIA, NS = 46.174477 -59.915777
PORT CARLING, ON = 45.116674 -79.575376
PORT CLEMENTS, BC = 53.688714 -132.184755
PORT CLYDE, NS = 43.605334 -65.467769
PORT COLBORNE, ON = 42.886520 -79.250856
PORT COQUITLAM, BC = 49.262838 -122.781071
PORT DE GRAVE, NL = 47.585041 -53.213376
PORT DOVER, ON = 42.786522 -80.203278
PORT DUFFERIN, NS = 44.915488 -62.382464
PORT EDWARD, BC = 54.195685 -130.115302
PORT ELGIN, NB = 46.049646 -64.087821
PORT ELGIN, ON = 44.434052 -81.392941
PORT FRANKS, ON = 43.224065 -81.890301
PORT GREVILLE, NS = 45.407754 -64.549260
PORT HARDY, BC = 50.712387 -127.460393
PORT HASTINGS, NS = 45.652587 -61.402934
PORT HAWKESBURY, NS = 45.627647 -61.358554
PORT HOOD, NS = 46.015106 -61.528929
PORT HOPE SIMPSON, NL = 52.543309 -56.300187
PORT HOPE, ON = 43.949178 -78.293447
PORT HOWE, NS = 45.853406 -63.752829
PORT JOLI, NS = 43.503605 -65.484572
PORT LA TOUR, NS = 43.503605 -65.484572
PORT LAMBTON, ON = 42.656755 -82.506379
PORT LORING, ON = 45.915513 -79.984603
PORT MAITLAND, NS = 43.981957 -66.147169
PORT MALCOLM, NS = 45.583333 -61.283333
PORT MCNEILL, BC = 44.746283 -79.807644
PORT MCNICOLL, ON = 44.746283 -79.807644
PORT MEDWAY, NS = 44.129676 -64.574908
PORT MELLON, BC = 49.521748 -123.488059
PORT MOODY, BC = 49.284911 -122.867756
PORT MORIEN, NS = 43.927356 -64.848717
PORT MOUTON, NS = 43.927356 -64.848717
PORT NEVILLE, BC = 50.492934 -126.085815
PORT PERRY, ON = 44.105045 -78.944148
PORT RENFREW, BC = 48.552966 -124.422299
PORT REXTON, NL = 43.039147 -79.209839
PORT ROBINSON, ON = 42.623579 -80.450149
PORT ROWAN, ON = 42.623579 -80.450149
PORT SANDFIELD, ON = 50.648957 -57.287479
PORT SAUNDERS, NL = 44.779196 -79.511947
PORT SEVERN, ON = 44.779196 -79.511947
PORT STANLEY, ON = 42.664135 -81.215633
PORT SYDNEY, ON = 45.213191 -79.275791
PORT UNION, NL = 48.497743 -53.084885
PORT WILLIAMS, NS = 45.097998 -64.410023
PORT-CARTIER, QC = 50.021252 -66.876003
PORT-DANIEL, QC = 48.116636 -64.959952
PORT-MENIER, QC = 49.818815 -64.352681
PORTAGE LA PRAIRIE, MB = 49.972321 -98.290325
PORTAGE ST-LOUIS, NB = 46.738602 -64.975203
PORTAGE VALE, NB = 45.838584 -65.223610
PORTAGE, NB = 46.190794 -64.240322
PORTAGE, NS = 46.038589 -60.342761
PORTAGE-DU-FORT, QC = 45.593286 -76.660131
PORTER COVE, NB = 46.493582 -66.364657
PORTERS LAKE, NS = 44.743333 -63.297222
PORTLAND CREEK, NL = 50.162999 -57.617914
PORTLAND, ON = 44.695047 -76.192947
PORTNEUF, QC = 46.698453 -71.891001
PORTNEUF-SUR-MER, QC = 48.615919 -69.101488
PORTREEVE, SK = 50.824126 -109.005145
